,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,10,Vial,1,61.71,3085.5,61.71,3085.5,Sales - LG,Main - LG,LYCORT 1 ml INJ,LTA-137,50,Vial,50,3085.5,3085.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLUCOLYST -G1 TAB,GLUCOLYST -G1 TAB,0,Strip,1,34.29,1714.5,34.29,1714.5,Sales - LG,Main - LG,GLUCOLYST -G1 TAB,AT6060,50,Strip,50,1714.5,1714.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,10,Bottle,1,35.66,3566,35.66,3566,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6061,100,Bottle,100,3566,3566,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,26.06,3283.56,26.06,3283.56,Sales - LG,Main - LG,TEN-ON 30 ml SYRUP,AL6060,126,Bottle,126,3283.56,3283.56,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,20,Strip,1,24,4800,24,4800,Sales - LG,Main - LG,LYCOREST TAB,AT6089,200,Strip,200,4800,4800,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND - MF 60ml SUSP,STAND - MF 60ml SUSP,0,Bottle,1,18.17,1817,18.17,1817,Sales - LG,Main - LG,STAND - MF 60ml SUSP,AL6053,100,Bottle,100,1817,1817,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000148""",2000000134,26/05/2016,Pre-SI-,Lysten Global,10/06/2016 0:00,1,INR,Standard Selling,INR,1,172643.5,182390.89,182390.89,Debtors - LG,Ship/00004,GUPTA DRUG AGENCIES,GUPTA DRUG AGENCIES,10/06/2016 0:00,1,172643.5,172643.5,172643.5,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,9747.3925,172643.5,9747.3925,9747.3925,172643.5,9747.3925,,STAND -SP TAB,STAND -SP TAB,0,Strip,1,46.63,2331.5,46.63,2331.5,Sales - LG,Main - LG,STAND -SP TAB,AT6368,50,Strip,50,2331.5,2331.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,0,Strip,1,58.97,2948.5,58.97,2948.5,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,50,Strip,50,2948.5,2948.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,72,3600,72,3600,Sales - LG,Main - LG,EMPOWER - OD TAB,FT-001,50,Strip,50,3600,3600,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.71,6171,61.71,6171,Sales - LG,Main - LG,LYCORT 1 ml INJ,LTA-137,100,Vial,100,6171,6171,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB TAB,ACTIRAB TAB,5,Strip,1,37.71,1885.5,37.71,1885.5,Sales - LG,Main - LG,ACTIRAB TAB,AT6059,50,Strip,50,1885.5,1885.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGAIN - XT TAB,REGAIN - XT TAB,0,Strip,1,43.89,2194.5,43.89,2194.5,Sales - LG,Main - LG,REGAIN - XT TAB,AT6037,50,Strip,50,2194.5,2194.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLUCOLYST -G1 TAB,GLUCOLYST -G1 TAB,0,Strip,1,34.29,1714.5,34.29,1714.5,Sales - LG,Main - LG,GLUCOLYST -G1 TAB,AT6060,50,Strip,50,1714.5,1714.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOLIC 10ml DROP,LYCOLIC 10ml DROP,0,Bottle,1,27,1350,27,1350,Sales - LG,Main - LG,LYCOLIC 10ml DROP,A-6456,50,Bottle,50,1350,1350,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,26.06,1303,26.06,1303,Sales - LG,Main - LG,TEN-ON 30 ml SYRUP,AL6060,50,Bottle,50,1303,1303,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - L CAP,ACTIRAB - L CAP,0,Strip,1,102.9,5145,102.9,5145,Sales - LG,Main - LG,ACTIRAB - L CAP,AC6031,50,Strip,50,5145,5145,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,1800,Strip,1,24,144000,24,144000,Sales - LG,Main - LG,LYCOREST TAB,AT6475,6000,Strip,6000,144000,144000,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000149""",2000000126,25/05/2016,Pre-SI-,Lysten Global,10/06/2016 0:00,1,INR,Standard Selling,INR,1,73300.76,77474,77474,Debtors - LG,Ship/00004,PAWAN AGE.,PAWAN AGE.,10/06/2016 0:00,1,73300.76,73300.76,73300.76,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,4173.25,73300.76,4173.25,4173.25,73300.76,4173.25,,LYCOREST TAB,LYCOREST TAB,600,Strip,1,24,48000,24,48000,Sales - LG,Main - LG,LYCOREST TAB,AT6475,2000,Strip,2000,48000,48000,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB TAB,ACTIRAB TAB,5,Strip,1,37.71,1885.5,37.71,1885.5,Sales - LG,Main - LG,ACTIRAB TAB,AT6059,50,Strip,50,1885.5,1885.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOLIC 10ml DROP,LYCOLIC 10ml DROP,0,Bottle,1,27,1350,27,1350,Sales - LG,Main - LG,LYCOLIC 10ml DROP,A-6456,50,Bottle,50,1350,1350,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGAIN - XT TAB,REGAIN - XT TAB,0,Strip,1,43.89,1316.7,43.89,1316.7,Sales - LG,Main - LG,REGAIN - XT TAB,AT6037,30,Strip,30,1316.7,1316.7,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,26.06,3283.56,26.06,3283.56,Sales - LG,Main - LG,TEN-ON 30 ml SYRUP,AL6060,126,Bottle,126,3283.56,3283.56,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,0,Strip,1,58.97,2948.5,58.97,2948.5,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,50,Strip,50,2948.5,2948.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND - MF 60ml SUSP,STAND - MF 60ml SUSP,0,Bottle,1,18.17,908.5,18.17,908.5,Sales - LG,Main - LG,STAND - MF 60ml SUSP,AL6053,50,Bottle,50,908.5,908.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,67.28,2018,67.28,2018,Sales - LG,Main - LG,EMPOWER - OD TAB,FT-001,30,Strip,30,2018,2018,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND -SP TAB,STAND -SP TAB,0,Strip,1,46.63,2332,46.63,2332,Sales - LG,Main - LG,STAND -SP TAB,AT6368,50,Strip,50,2332,2332,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.71,6171,61.71,6171,Sales - LG,Main - LG,LYCORT 1 ml INJ,LTA-137,100,Vial,100,6171,6171,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - L CAP,ACTIRAB - L CAP,0,Strip,1,102.9,3087,102.9,3087,Sales - LG,Main - LG,ACTIRAB - L CAP,AC6031,30,Strip,30,3087,3087,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000150""",2000000019,14/03/2016,Pre-SI-,Lysten Global,10/06/2016 0:00,1,INR,Standard Selling,INR,1,19083.1,20188,20188,Debtors - LG,Ship/00004,KSHIRSAGAR AGENCIES,KSHIRSAGAR AGENCIES,10/06/2016 0:00,1,19083.1,19083.1,19083.1,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1105.25,19083.1,1105.25,1105.25,19083.1,1105.25,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.71,6171,61.71,6171,Sales - LG,Main - LG,LYCORT 1 ml INJ,LTA-137,100,Vial,100,6171,6171,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,5,Strip,1,24,1200,24,1200,Sales - LG,Main - LG,LYCOREST TAB,AT6089,50,Strip,50,1200,1200,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,26.06,781.8,26.06,781.8,Sales - LG,Main - LG,TEN-ON 30 ml SYRUP,AL6060,30,Bottle,30,781.8,781.8,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB TAB,ACTIRAB TAB,3,Strip,1,37.71,1131.3,37.71,1131.3,Sales - LG,Main - LG,ACTIRAB TAB,AT6059,30,Strip,30,1131.3,1131.3,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,5,Bottle,1,35.66,1783,35.66,1783,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6061,50,Bottle,50,1783,1783,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGAIN - XT TAB,REGAIN - XT TAB,0,Strip,1,43.89,1316.7,43.89,1316.7,Sales - LG,Main - LG,REGAIN - XT TAB,AT6037,30,Strip,30,1316.7,1316.7,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPOWER - OD TAB,EMPOWER - OD TAB,0,Strip,1,67.28,2018,67.28,2018,Sales - LG,Main - LG,EMPOWER - OD TAB,FT-001,30,Strip,30,2018,2018,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND - MF 60ml SUSP,STAND - MF 60ml SUSP,0,Bottle,1,18.17,908.5,18.17,908.5,Sales - LG,Main - LG,STAND - MF 60ml SUSP,AL6053,50,Bottle,50,908.5,908.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - L CAP,ACTIRAB - L CAP,0,Strip,1,102.9,3087,102.9,3087,Sales - LG,Main - LG,ACTIRAB - L CAP,AC6031,30,Strip,30,3087,3087,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLUCOLYST -G1 TAB,GLUCOLYST -G1 TAB,0,Strip,1,34.29,685.8,34.29,685.8,Sales - LG,Main - LG,GLUCOLYST -G1 TAB,AT6060,20,Strip,20,685.8,685.8,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000152""",2000000153,31/05/2016,Pre-SI-,Lysten Global,11/06/2016 0:00,1,INR,Standard Selling,INR,1,72000,75960,75960,Debtors - LG,Ship/00004,RAJAN DIST.,RAJAN DIST.,11/06/2016 0:00,1,72000,72000,72000,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,3960,72000,3960,3960,72000,3960,,LYCOREST TAB,LYCOREST TAB,900,Strip,1,24,72000,24,72000,Sales - LG,Main - LG,LYCOREST TAB,AT6477,3000,Strip,3000,72000,72000,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000157""",2000000185,11/06/2016,Pre-SI-,Lysten Global,11/06/2016 0:00,1,INR,Standard Selling,INR,1,12000,12660,12660,Debtors - LG,Ship/00004,C.T. ENTERPRISES,C.T. ENTERPRISES,11/06/2016 0:00,1,12000,12000,12000,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,660,12000,660,660,12000,660,,LYCOREST TAB,LYCOREST TAB,150,Strip,1,24,12000,24,12000,Sales - LG,Main - LG,LYCOREST TAB,AT6476,500,Strip,500,12000,12000,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000159""",2000000192,11/06/2016,Pre-SI-,Lysten Global,11/06/2016 0:00,1,INR,Standard Selling,INR,1,120000,126600,126600,Debtors - LG,Ship/00004,KSHIRSAGAR AGENCIES,KSHIRSAGAR AGENCIES,11/06/2016 0:00,1,120000,120000,120000,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,6600,120000,6600,6600,120000,6600,,LYCOREST TAB,LYCOREST TAB,2500,Strip,1,24,120000,24,120000,Sales - LG,Main - LG,LYCOREST TAB,AT6476,5000,Strip,5000,120000,120000,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000160""",2000000193,11/06/2016,Pre-SI-,Lysten Global,11/06/2016 0:00,1,INR,Standard Selling,INR,1,24000,25320,25320,Debtors - LG,Ship/00004,KSHIRSAGAR AGENCIES,KSHIRSAGAR AGENCIES,11/06/2016 0:00,1,24000,24000,24000,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,1320,24000,1320,1320,24000,1320,,LYCOREST TAB,LYCOREST TAB,300,Strip,1,24,24000,24,24000,Sales - LG,Main - LG,LYCOREST TAB,AT6476,1000,Strip,1000,24000,24000,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000161""",2000000194,11/06/2016,Pre-SI-,Lysten Global,11/06/2016 0:00,1,INR,Standard Selling,INR,1,111687.06,117830,117830,Debtors - LG,Ship/00004,DIPAK DISTRIBUTORS,DIPAK DISTRIBUTORS,11/06/2016 0:00,1,111687.06,111687.06,111687.06,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,6142.7883,111687.06,6142.7883,6142.7883,111687.06,6142.7883,,LYCOREST TAB,LYCOREST TAB,2000,Strip,1,24,96000,24,96000,Sales - LG,Main - LG,LYCOREST TAB,AT6476,4000,Strip,4000,96000,96000,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLUCOLYST -G1 TAB,GLUCOLYST -G1 TAB,0,Strip,1,34.29,1714.5,34.29,1714.5,Sales - LG,Main - LG,GLUCOLYST -G1 TAB,AT6060,50,Strip,50,1714.5,1714.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOLIC 10ml DROP,LYCOLIC 10ml DROP,0,Bottle,1,27,1350,27,1350,Sales - LG,Main - LG,LYCOLIC 10ml DROP,A-6456,50,Bottle,50,1350,1350,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,0,Strip,1,58.97,1769.1,58.97,1769.1,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,30,Strip,30,1769.1,1769.1,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND -SP TAB,STAND -SP TAB,0,Strip,1,46.63,1398.9,46.63,1398.9,Sales - LG,Main - LG,STAND -SP TAB,AT6368,30,Strip,30,1398.9,1398.9,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,30,Vial,1,61.71,6171,61.71,6171,Sales - LG,Main - LG,LYCORT 1 ml INJ,LTA-137,100,Vial,100,6171,6171,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,26.06,3283.56,26.06,3283.56,Sales - LG,Main - LG,TEN-ON 30 ml SYRUP,AL6060,126,Bottle,126,3283.56,3283.56,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000162""",2000000195,11/06/2016,Pre-SI-,Lysten Global,11/06/2016 0:00,1,INR,Standard Selling,INR,1,113843.2,120105,120105,Debtors - LG,Ship/00004,DIPAK DISTRIBUTORS,DIPAK DISTRIBUTORS,11/06/2016 0:00,1,113843.2,113843.2,113843.2,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,6261.376,113843.2,6261.376,6261.376,113843.2,6261.376,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.71,6171,61.71,6171,Sales - LG,Main - LG,LYCORT 1 ml INJ,LTA-137,100,Vial,100,6171,6171,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND - MF 60ml SUSP,STAND - MF 60ml SUSP,0,Bottle,1,18.17,1817,18.17,1817,Sales - LG,Main - LG,STAND - MF 60ml SUSP,AL6147,100,Bottle,100,1817,1817,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,1200,Strip,1,24,96000,24,96000,Sales - LG,Main - LG,LYCOREST TAB,AT6478,4000,Strip,4000,96000,96000,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,10,Bottle,1,35.66,3566,35.66,3566,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6160,100,Bottle,100,3566,3566,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - L CAP,ACTIRAB - L CAP,0,Strip,1,102.9,3087,102.9,3087,Sales - LG,Main - LG,ACTIRAB - L CAP,AC6031,30,Strip,30,3087,3087,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB TAB,ACTIRAB TAB,5,Strip,1,37.71,1885.5,37.71,1885.5,Sales - LG,Main - LG,ACTIRAB TAB,AT6059,50,Strip,50,1885.5,1885.5,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGAIN - XT TAB,REGAIN - XT TAB,0,Strip,1,43.89,1316.7,43.89,1316.7,Sales - LG,Main - LG,REGAIN - XT TAB,AT6037,30,Strip,30,1316.7,1316.7,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000163""",2000000196,11/06/2016,Pre-SI-,Lysten Global,11/06/2016 0:00,1,INR,Standard Selling,INR,1,1817,1917,1917,Debtors - LG,Ship/00004,SHRI SAINATH MEDICALS,SHRI SAINATH MEDICALS,11/06/2016 0:00,1,1817,1817,1817,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,99.935,1817,99.935,99.935,1817,99.935,,STAND - MF 60ml SUSP,STAND - MF 60ml SUSP,0,Bottle,1,18.17,1817,18.17,1817,Sales - LG,Main - LG,STAND - MF 60ml SUSP,AL6147,100,Bottle,100,1817,1817,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000164""",2000000189,11/06/2016,Pre-SI-,Lysten Global,12/06/2016 0:00,1,INR,Standard Selling,INR,1,72000,75960,75960,Debtors - LG,Ship/00004,Axis Pharma,Axis Pharma,12/06/2016 0:00,1,72000,72000,72000,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,3960,72000,3960,3960,72000,3960,,LYCOREST TAB,LYCOREST TAB,1500,Strip,1,24,72000,24,72000,Sales - LG,Main - LG,LYCOREST TAB,AT6478,3000,Strip,3000,72000,72000,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000165""",2000000202,14/06/2016,Pre-SI-,Lysten Global,14/06/2016 0:00,1,INR,Standard Selling,INR,1,74426,78519,78519,Debtors - LG,Ship/00004,VAISHNAVI DIST.,VAISHNAVI DIST.,14/06/2016 0:00,1,74426,74426,74426,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,4093.43,74426,4093.43,4093.43,74426,4093.43,,LYCOLIC 10ml DROP,LYCOLIC 10ml DROP,0,Bottle,1,27,2700,27,2700,Sales - LG,Main - LG,LYCOLIC 10ml DROP,A-6456,100,Bottle,100,2700,2700,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,0,Strip,1,58.97,5897,58.97,5897,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,100,Strip,100,5897,5897,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAND -SP TAB,STAND -SP TAB,0,Strip,1,46.63,4663,46.63,4663,Sales - LG,Main - LG,STAND -SP TAB,AT6368,100,Strip,100,4663,4663,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,720,Strip,1,24,57600,24,57600,Sales - LG,Main - LG,LYCOREST TAB,AT6478,2400,Strip,2400,57600,57600,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,10,Bottle,1,35.66,3566,35.66,3566,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6160,100,Bottle,100,3566,3566,Cost of Goods Sold - LG,Stores - LG
,"""Pre-SI-0000000167""",2000000205,15/06/2016,Pre-SI-,Lysten Global,15/06/2016 0:00,1,INR,Standard Selling,INR,1,41521,43597,43597,Debtors - LG,Ship/00004,SAMARPAN MEDICAL AGENCIES,SAMARPAN MEDICAL AGENCIES,15/06/2016 0:00,1,41521,41521,41521,Sales Invoice Prev ERP Tax,,Actual,VAT/CST PREV ERP - LG,TAX,Main - LG,0,2076.03,41521,2076.03,2076.03,41521,2076.03,,ACTIRAB TAB,ACTIRAB TAB,3,Strip,1,37.71,1131,37.71,1131,Sales - LG,Main - LG,ACTIRAB TAB,AT6059,30,Strip,30,1131,1131,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST TAB,LYCOREST TAB,165,Strip,1,24,13200,24,13200,Sales - LG,Main - LG,LYCOREST TAB,AT6478,550,Strip,550,13200,13200,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOLIC 10ml DROP,LYCOLIC 10ml DROP,0,Bottle,1,27,1350,27,1350,Sales - LG,Main - LG,LYCOLIC 10ml DROP,A-6456,50,Bottle,50,1350,1350,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAR T TAB,STAR T TAB,0,Bottle,1,102.9,3087,102.9,3087,Sales - LG,Main - LG,STAR T TAB,AT6448,30,Bottle,30,3087,3087,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGAIN - XT TAB,REGAIN - XT TAB,0,Strip,1,43.89,1317,43.89,1317,Sales - LG,Main - LG,REGAIN - XT TAB,AT6037,30,Strip,30,1317,1317,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCORT 1 ml INJ,LYCORT 1 ml INJ,20,Vial,1,61.71,6171,61.71,6171,Sales - LG,Main - LG,LYCORT 1 ml INJ,LTA-137,100,Vial,100,6171,6171,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEN-ON 30 ml SYRUP,TEN-ON 30 ml SYRUP,0,Bottle,1,26.06,3284,26.06,3284,Sales - LG,Main - LG,TEN-ON 30 ml SYRUP,AL6060,126,Bottle,126,3284,3284,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - L CAP,ACTIRAB - L CAP,0,Strip,1,102.9,3087,102.9,3087,Sales - LG,Main - LG,ACTIRAB - L CAP,AC6031,30,Strip,30,3087,3087,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYCOREST 60ml SUSP,LYCOREST 60ml SUSP,10,Bottle,1,35.66,3566,35.66,3566,Sales - LG,Main - LG,LYCOREST 60ml SUSP,AL6160,100,Bottle,100,3566,3566,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLUCOLYST -G1 TAB,GLUCOLYST -G1 TAB,0,Strip,1,34.29,343,34.29,343,Sales - LG,Main - LG,GLUCOLYST -G1 TAB,AT6060,10,Strip,10,343,343,Cost of Goods Sold - LG,Stores - LG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIRAB - D CAP,ACTIRAB - D CAP,0,Strip,1,58.97,1769,58.97,1769,Sales - LG,Main - LG,ACTIRAB - D CAP,AC6080,30,Strip,30,1769,1769,Cost of Goods Sold - LG,Stores - LG
